english,transliteration,arabic,audioUrl,source
"childish, immature",3áyyil (fi taȿarrufātu),عيِّل (في تصرُّفاتُه),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-24.mp3,life_and_death
mature(-acting),sābiʔ sínnu,سابِق سِنُّه,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-25.mp3,life_and_death
boy,"wálad, wād (awlād, wilād)",وَلد، واد (أَوْلاد، وِلاد),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-26.mp3,life_and_death
girl,"bint [f.], bitt [f.] (banāt)",بِنْت، بِتّ (بنات),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-27.mp3,life_and_death
"adolescent, teenager",murāhiq,مراهِق,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-28.mp3,life_and_death
"to grow up, get older",kíbir [1s4],كِبِر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-29.mp3,life_and_death
person,šaxȿ (ašxāȿ),شخْص (أشْخاص),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-30.mp3,life_and_death
people,nās [f. or pl.],ناس,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-31.mp3,life_and_death
young man,šabb (šubbān),شابّ (شُبّان),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-32.mp3,life_and_death
young woman,šábba,شابّة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-33.mp3,life_and_death
man,rāgil (rigāla),راجِل (رِجالة),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-34.mp3,life_and_death
woman,sitt [f.],سِتّ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-35.mp3,life_and_death
adult,bāliɣ,بالِغ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-36.mp3,life_and_death
"adults, grown-ups",kubār [pl.],كُبار,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-37.mp3,life_and_death
"young people, youth",šabāb [coll.],شباب,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-38.mp3,life_and_death
young,ȿuɣáyyar (ȿuɣār),صُغيّر (صُغار),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-39.mp3,life_and_death
"in one’s fifties, middle-aged",fi -lxamsiniyāt (min il3úmr),في الخمْسينِيات (مِن العُمْر),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-40.mp3,life_and_death
old,kibīr (kubār) fi -ssinn,كِبير (كُبار) في السِّنّ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-41.mp3,life_and_death
old,3agūz (3awagīz),عجوز (عَواجيز),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-42.mp3,life_and_death
old man,rāgil 3agūz,راجِل عجوز,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-43.mp3,life_and_death
old man,rāgil kibīr,راجِل كِبير,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-44.mp3,life_and_death
old woman,sittə 3agūza,سِتّ عجوزة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-45.mp3,life_and_death
old woman,sittə kbīra,سِتّ كْبيرة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-46.mp3,life_and_death
"to age, grow old",3ággiz [2s1],عجِّز,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-47.mp3,life_and_death
Everyone gets old.,kull innās bit3ággiz.,كُلّ النّاس بِتْعجِّز.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-48.mp3,life_and_death
childhood,ʈufūla,طُفولة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-49.mp3,life_and_death
in one’s childhood,fi ʈfúltu,في طْفولْتُه,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-50.mp3,life_and_death
adolescence,murāhaqa,مُراهقة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-51.mp3,life_and_death
youth,šabāb,شباب,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-52.mp3,life_and_death
in one’s youth,fi šabābu,في شبابُه,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-53.mp3,life_and_death
old age,sinnə kbīr,سِنّ كْبير,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-54.mp3,life_and_death
birthday,3īd milād,عيد ميلاد,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-55.mp3,life_and_death
Happy Birthday!,kullə sána w ʔínta ʈáyyib!,كُلّ سنة و إنْتَ طيِّب!,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-56.mp3,life_and_death
Thank you! (response to ‘Happy Birthday!’),w ʔínta ʈáyyib!,و إنْتَ طيِّب!,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-57.mp3,life_and_death
"Happy birthday and may you have many more!, … and many happy returns!","kullə sána w ʔínta ʈáyyib wi 3uʔbāl mīt sána, ʔin šāʔ ʔałłāh!",كُلّ سنة و إنْتَ طيِّب و عُقْبال ميةْ سنة إن شاء اللّه!,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-58.mp3,life_and_death
When is your birthday?,ʔímta 3īd milādak?,إمْتى عيد ميلادك؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-59.mp3,life_and_death
My birthday is in May.,3īd milādi f māyu.,عيد ميلادي في مايو.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-60.mp3,life_and_death
"age, life span",3umr (a3mār),عُمْر (أعْمار),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-61.mp3,life_and_death
all one’s life,ʈūl 3úmru,طول عُمْرُه,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-62.mp3,life_and_death
year,sána (sinīn),سنة (سِنين),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-63.mp3,life_and_death
How old are you?,3ándak kam sána?,عنْدك كام سنة؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-64.mp3,life_and_death
I’m 20 years old.,3ándi 3išrīn sána.,عنْدي عِشْرين سنة.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-65.mp3,life_and_death
to turn __ years old,tamm [1g3] __ sána,تمّ __ سنة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-66.mp3,life_and_death
He’s turning ten years old next week.,haytímmə 3ášar sinīn ilʔisbū3 ilgáyy.,هَيْتِمّ عشر سِنين الإسْبوع الجايّ.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-67.mp3,life_and_death
I turned thirty last month.,tammēt talatīn sána -ššahr ʔílli fāt.,تمّيْت تلاتين سنة الشّهْر اللي فات.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-68.mp3,life_and_death
a ten-year-old boy/child,wálad/wād/3áyyil/ʈiflə 3ándu 3ášar sinīn,وَلد/واد/عيِّل/طِفْل عنْدُه عشر سِنين,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-69.mp3,life_and_death
a fifty-year-old woman,sittə 3andáha xamsīn sána,سِتّ عنْدها خمْسين سنة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-70.mp3,life_and_death
When were you born?,itwaládtə ʔímta?,اِتْوَلدْت إمْتى؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-71.mp3,life_and_death
What year were you born?,itwaládtə sánit kām?,اِتْوَلدْت سنِةْ كام؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-72.mp3,life_and_death
I was born in 1980.,itwaládtə sánit ʔalfə tús3u míyya w tamanīn.,اِتْوَلدْت سنِةْ ألْف تُسْعُمية و تمانين.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-73.mp3,life_and_death
death,mōt,موْت,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-74.mp3,life_and_death
to die,māt [1h1],مات,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-75.mp3,life_and_death
dead,máyyit (amwāt),ميِّت (أمْوات),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-76.mp3,life_and_death
"death, passing",wafāh (wafiyāt),وَفاة (وَفِيات),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-77.mp3,life_and_death
to pass away,itwáffa [5d],اِتْوَفّى,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-78.mp3,life_and_death
deceased,mutawáffi,مُتَوَفّي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-79.mp3,life_and_death
"corpse, body",gússa (gúsas),جُثّة (جُثث),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-80.mp3,life_and_death
funeral,ganāza,جنازة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-81.mp3,life_and_death
to bury,dáfan [1s2],دفن,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-82.mp3,life_and_death
to be buried,itdáfan [7s1],اِتْدفن,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-83.mp3,life_and_death
burial,dáfna,دفْنة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-84.mp3,life_and_death
coffin,tabūt (tawabīt),تابوت (تَوابيت),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-85.mp3,life_and_death
cemetary,mádfan (madāfin),مدْفن (مدافِن),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-86.mp3,life_and_death
cemetary,maqbára (maqābir),مقْبرة (مقابِر),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-87.mp3,life_and_death
grave,qabr (qubūr),قبْر (قُبور),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-88.mp3,life_and_death
"gravestone, headstone",šāhid (šawāhid) qabr,شاهِد (شَواهِد) قبْر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-89.mp3,life_and_death
to mourn,ɧízin [1s4],حِزِن,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-90.mp3,life_and_death
mourning,ɧuzn,حُزْن,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-91.mp3,life_and_death
period of mourning,múddit ɧuzn,مُدِّةْ حُزْن,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-92.mp3,life_and_death
to cremate,ɧáraʔ [1s1] gussítu,حرق جُثِّتُه,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-93.mp3,life_and_death
cremation,ɧáraʔ,حرق,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav01-94.mp3,life_and_death
human,insaan,إنسان,,mankind_and_kinship
human being; mankind,bašar,بشر,,mankind_and_kinship
human being,bani aadam,بني آدم,,mankind_and_kinship
people,naas,ناس,,mankind_and_kinship
people ,ša3b,شعب,,mankind_and_kinship
people s,šu3uub,شعوب,,mankind_and_kinship
person,šaxS,شخص,,mankind_and_kinship
people,ašxaaS,أشخاص,,mankind_and_kinship
person (e.g. in a census,nasama,نسمة,,mankind_and_kinship
person (e.g. in a censuses,nasamaat,نسمات,,mankind_and_kinship
individual ,fard,فرد,,mankind_and_kinship
individual s,afraad,أفراد,,mankind_and_kinship
life,Hayaah,حياة,,mankind_and_kinship
lives,Hayawaat,حيوات,,mankind_and_kinship
young ,Suġayyar,صغير,,mankind_and_kinship
young s,Suġaar,صغار,,mankind_and_kinship
age,3omr,عمر,,mankind_and_kinship
How old are you?,3andak kam sana?,عندك كم سنة؟,,mankind_and_kinship
baby,beibi,بيبي,,mankind_and_kinship
babies,beibiihaat,بيبيهات,,mankind_and_kinship
child,Tifl,طفل,,mankind_and_kinship
children,aTfaal,أطفال,,mankind_and_kinship
boy or son,walad,ولد,,mankind_and_kinship
boy or sons,awlaad/wilaad,أولاد,,mankind_and_kinship
boy,Sabi,صبي,,mankind_and_kinship
boys,Subyaan,صبيان,,mankind_and_kinship
son,ibn,ابن,,mankind_and_kinship
sons,awlaad/wilaad,أولاد | ولاد,,mankind_and_kinship
girl or daughter,bint,بنت,,mankind_and_kinship
girl or daughters,banaat,بنات,,mankind_and_kinship
daughter,kariima,كريمة,,mankind_and_kinship
daughters,karaa'im,كرائم,,mankind_and_kinship
girl,Sabiyya,صبية,,mankind_and_kinship
girls,Sabaaya,صبايا,,mankind_and_kinship
kid,3ayyil,عيّل,,mankind_and_kinship
kids,3iyaal,عيال,,mankind_and_kinship
teenager,muraahiq,مراهق,,mankind_and_kinship
young boy/man,fata,فتى,,mankind_and_kinship
young boy/men,fityaan,فتيان,,mankind_and_kinship
young girl/woman,fataah,فتاة,,mankind_and_kinship
young girl/women,fatayaat,فتيات,,mankind_and_kinship
young people,šabaab,شباب,,mankind_and_kinship
young man,šabb,شاب,,mankind_and_kinship
young men,šubbaan,شبان,,mankind_and_kinship
young woman,šabba,شابة,,mankind_and_kinship
young women,šabbaat,شابات,,mankind_and_kinship
minor,'aaSir,قاصر,,mankind_and_kinship
adult,baaliġ,بالغ,,mankind_and_kinship
man,raagil,راجل,,mankind_and_kinship
men,riggaala,رجالة,,mankind_and_kinship
woman,sitt,ست,,mankind_and_kinship
women,sittaat,ستات,,mankind_and_kinship
sex or  race,gins,جنس,,mankind_and_kinship
sex or  races,agnaas,أجناس,,mankind_and_kinship
family,3eila,عيلة,,mankind_and_kinship
families,3eilaat,عيلات,,mankind_and_kinship
 family,usra,أسرة,,mankind_and_kinship
 families,usar,أسر,,mankind_and_kinship
family ,ahl,أهل,,mankind_and_kinship
relative,'ariib,قريب,,mankind_and_kinship
relatives,'araayib,قرايب,,mankind_and_kinship
father,abb,أب,,mankind_and_kinship
fathers,abaa'/abbahaat,آباء,,mankind_and_kinship
dad,baaba,بابا,,mankind_and_kinship
mother,umm,أمّ,,mankind_and_kinship
mothers,ummahaat,أمهات,,mankind_and_kinship
mom,maama,ماما,,mankind_and_kinship
brother,ax,أخ,,mankind_and_kinship
brothers,ixwa,اخوة,,mankind_and_kinship
 brother,ši'ii',شقيق,,mankind_and_kinship
 brothers,šu'a'a,أشقاء,,mankind_and_kinship
sister,uxt,أخت,,mankind_and_kinship
sisters,ixwaat,اخوات,,mankind_and_kinship
twin,taw'am,تؤام,,mankind_and_kinship
twins,tawaa'im,توائم,,mankind_and_kinship
orphan,yatiim,يتيم,,mankind_and_kinship
orphans,yutama,يتامى,,mankind_and_kinship
paternal uncle,3amm,عمّ,,mankind_and_kinship
paternal uncles,3imaam/a3maam,عمام | أعمام,,mankind_and_kinship
paternal aunt,3amma,عمّة,,mankind_and_kinship
paternal aunts,3ammaat,عمّات,,mankind_and_kinship
maternal uncle,xaal,خال,,mankind_and_kinship
maternal uncles,axwaal/xilaan,أخوال | خلان,,mankind_and_kinship
maternal aunt,xaala,خالة,,mankind_and_kinship
maternal aunts,xaalaat,خالات,,mankind_and_kinship
nephew/niece,ibn/bint ax/uxt,ابن/بنت اخ/اخت,,mankind_and_kinship
grandfather,gidd,جدّ,,mankind_and_kinship
grandfathers,guduud/agdaad,جدود | أجداد,,mankind_and_kinship
grandpa,giddu,جدو,,mankind_and_kinship
grandmother,gidda,جدة,,mankind_and_kinship
grandmothers,giddaat,جدات,,mankind_and_kinship
grandma,teta,تيتا,,mankind_and_kinship
grandchild,Hafiid,حفيد,,mankind_and_kinship
grandchildren,aHfaad,أحفاد,,mankind_and_kinship
in-law,nisiib,نسيب,,mankind_and_kinship
in-laws,nasaayib,نسايب,,mankind_and_kinship
father-in-law,Hama,حماه,,mankind_and_kinship
father-in-laws,aHmaa',احماء,,mankind_and_kinship
mother-in-law,Hama,حماة,,mankind_and_kinship
mother-in-laws,Hamawaat,حموات,,mankind_and_kinship
son-in-law,gooz bint,جوز بنت,,mankind_and_kinship
son-in-laws,aShaar,أصهار,,mankind_and_kinship
daughter-in-law,miraat ibn,مراة ابن,,mankind_and_kinship
daughter-in-laws,kanaa'in,كنائن,,mankind_and_kinship
brother-in-law ,silf,سلف,,mankind_and_kinship
brother-in-law s,salaayif,سلايف,,mankind_and_kinship
brother-in-law ,3adiil,عديل,,mankind_and_kinship
brother-in-law s,3adaayil,عدايل,,mankind_and_kinship
sister-in-law,silfa,سلفة,,mankind_and_kinship
sister-in-laws,salaayif,,,mankind_and_kinship
single,3aazib,عازب,,mankind_and_kinship
marriage,gawaaz,جواز,,mankind_and_kinship
wedding,faraH,فرح,,mankind_and_kinship
weddings,afraaH,أفراح,,mankind_and_kinship
* used by Christians in Egypt *,ikliil,إكليل,,mankind_and_kinship
honeymoon,šahr 3asal,شهر عسل,,mankind_and_kinship
dowry,mahr,مهر,,mankind_and_kinship
dowries,muhuur,مهور,,mankind_and_kinship
engaged,maxTuub,مخطوب,,mankind_and_kinship
engagement,xuTuuba,خطوبة,,mankind_and_kinship
* used by Christians in Egypt *,noSS ikliil,نص إكليل,,mankind_and_kinship
to break an engagement,fisix - yifsax  xuTuuba,فسخ - يفسخ  خطوبة,,mankind_and_kinship
bride,3aruusa,عروسة,,mankind_and_kinship
brides,3araayis,عرايس,,mankind_and_kinship
bridegroom,3ariis,عريس,,mankind_and_kinship
bridegrooms,3irsaan,عرسان,,mankind_and_kinship
husband,gooz,جوز,,mankind_and_kinship
husbands,agwaaz,أجواز,,mankind_and_kinship
wife,miraah,مراة,,mankind_and_kinship
wives,zawjaat,زوجات,,mankind_and_kinship
pregnant,Haamil,حامل,,mankind_and_kinship
divorce,Talaa',طلاق,,mankind_and_kinship
society or community,mugtama3,مجتمع,,mankind_and_kinship
society or communities,mugtama3aat,مجتمعات,,mankind_and_kinship
culture,saqaafa,ثقافة,,mankind_and_kinship
cultures,saqafaat,ثقافات,,mankind_and_kinship
civilization,HaDaara,حضارة,,mankind_and_kinship
civilizations,HaDaraat,حضارات,,mankind_and_kinship
tradition,taqliid,تقليد,,mankind_and_kinship
traditions,taqaliid,تقاليد,,mankind_and_kinship
custom,3aada,عادة,,mankind_and_kinship
customs,3adaat,عادات,,mankind_and_kinship
dialect,lahaga,لهجة,,mankind_and_kinship
dialects,lahagaat,لهجات,,mankind_and_kinship
tribe,'abiila,قبيلة,,mankind_and_kinship
tribes,'abaayil,قبايل,,mankind_and_kinship
news,xabar,خبر,,media
news,axbaar,أخبار,,media
current,Haali,حالي,,media
latest,aaxir,آخر,,media
development,taTawwur,تطوّر,,media
developments,taTawwuraat,تطوّرات,,media
event,Hadat,حدث,,media
events,aHdaat,أحداث,,media
situation,waD3,وضع,,media
situations,awDaa3,أوضاع,,media
state,Haal,حال,,media
states,aHwaal,أحوال,,media
circumstance,Zarf,ظرف,,media
circumstances,Zuruuf,ظروف,,media
topic,mawDuu3,موضوع,,media
topics,mawaaDii3,مواضيع,,media
phenomenon,Zaahira,ظاهرة,,media
phenomena,Zawaahir,ظواهر,,media
field,majaal,مجال,,media
fields,majaalaat,مجالات,,media
identity,hawiyya,هوية,,media
identities,hawiyyaat,هويات,,media
measure,ijraa',اجراء,,media
measures,ijraa'aat,اجراءات,,media
list,qaa'ima,قائمة,,media
lists,qawaa'im,قوائم,,media
guest,Deif,ضيف,,media
guests,Duyuuf,ضيوف,,media
summit,qimma,قمة,,media
summits,qimmaat,قمات,,media
meeting,ijtimaa3,اجتماع,,media
meetings,ijtimaa3aat,اجتماعات,,media
conference,mu'tamar,مؤتمر,,media
conferences,mu'tamaraat,مؤتمرات,,media
symposium,nadwa,ندوة,,media
symposia,nadawaat,ندوات,,media
session or round,doora,دورة,,media
session or rounds,dooraat,دورات,,media
to be held,"in3aqada, yan3aqidu ",انعقد – ينعقد ,,media
contact,ittiSaal,اتصال,,media
contacts,ittiSaalaat ma3a/bi,اتصالات مع | بـ,,media
relations with,3alaqaat ma3a,علاقات مع,,media
link,raabiT,رابط,,media
links,rawaabiT bi,روابط بـ,,media
number,3adad,عدد,,media
numbers,a3daad,أعداد,,media
common,muštarak,مشترك,,media
mutual,mutabaadal,متبادل,,media
means,sabiil,سبيل,,media
means,subul,سبل,,media
manner,Tariiqa,طريقة,,media
manners,Taraa'iq,طرائق,,media
beginning,bidaaya,بداية,,media
end,nihaaya,نهاية,,media
statement,taSriiH,تصريح,,media
statements,taSriiHaat,تصريحات,,media
announcement,i3laan,اعلان,,media
announcements,i3laanaat,اعلانات,,media
official ,rasmi,رسمي,,media
decision; resolution,qaraar,قرار,,media
decision; resolutions,qaraaraat,قرارات,,media
petition,3ariiDa,عريضة,,media
petitions,3araa'iD,عرائض,,media
initiative,mubaadara,مبادرة,,media
initiatives,mubaadaraat,مبادرات,,media
suggestion,iqtiraaH,اقتراح,,media
suggestions,iqtiraaHaat,اقتراحات,,media
hypothetical,iftiraaDi,افتراضي,,media
plan,xiTTa,خطة,,media
plans,xuTaT,خطط,,media
project,mašruu3,مشروع,,media
projects,mašaarii3,مشاريع,,media
speech,xiTaab,خطاب,,media
speeches,xiTaabaat,خطابات,,media
reply,radd,ردّ,,media
replies,ruduud,ردود,,media
reaction,radd fi3l,ردّ فعل,,media
development,tanmiyya,تنمية,,media
growth,numuww,نمو,,media
continuing,mustamirr,مستمر,,media
prepared,musta3idd,مستعد,,media
agenda,barnaamaj 3amal,برنامج عمل,,media
control,haymana,هيمنة,,media
interest,maSlaHa,مصلحة,,media
interests,maSaaliH,مصالح,,media
will,iraada,ارادة,,media
desire,raġba,رغبة,,media
desires,raġabaat fi,رغبات في,,media
observer,muraaqib,مراقب,,media
observers,muraaqibuun,مراقبون,,media
vision,ru'iya,رؤية,,media
visions,ru'a,رؤى,,media
comprehensive,šaamil,شامل,,media
complete,kaamil,كامل,,media
basis,asaas,أساس,,media
bases,usus,أسس,,media
accusation,ittihaam,اتّهام,,media
accusations,ittihaamaat,اتّهامات,,media
invalid,baaTil,باطل,,media
demonstration,muZaahara,مظاهرة,,media
demonstrations,muZaaharaat,مظاهرات,,media
crowded,Haašid,حاشد,,media
march,masiira,مسيرة,,media
marches,masiiraat,مسيرات,,media
parade,isti3raaD,استعراض,,media
parades,isti3raaDaat,استعراضات,,media
riot,šaġab,شغب,,media
popular demand,iqbaal ša3bi,اقبال شعبي,,media
sit-in,i3tiSaam,اعتصام,,media
sit-ins,i3tiSaamaat,اعتصامات,,media
strike,iDraab,اضراب,,media
strikes,iDraabaat,اضرابات,,media
protesting cry,hutaaf,هتاف,,media
protesting cries,hutaafaat,هتافات,,media
sign or leaflet,laafita,لافتة,,media
sign or leaflets,laafitaat,لافتات,,media
international,dawli,دولي,,media
regional,iqliimi,إقليمي,,media
local,maHalli,محلي,,media
bilateral,tanaa'i,تنائي,,media
choice,xiyaar,خيار,,media
choices,xiyaaraat,خيارات,,media
investigation,taHqiiq,تحقيق,,media
investigations,taHqiiqaat,تحقيقات,,media
position,mawqif,موقف,,media
positions,mawaaqif,مواقف,,media
operation; process,3amaliyya,عملية,,media
operation; processes,3amaliyyaat,عمليات,,media
pressure on,DaġT,ضغط,,media
pressure ons,DuġuuT 3ala,ضغوط على,,media
sudden,mufaaji',مفاجئ,,media
legitimate,mašruu3,مشروع,,media
borders ,Huduud  Hadd,حدود    حدّ,,media
wall,suur,سور,,media
walls,aswaar,أسوار,,media
letter,risaala,رسالة,,media
letters,rasaa'il,رسائل,,media
content,maDmuun,مضمون,,media
contents,maDaamiin,مضامين,,media
element ,3unSur,عنصر,,media
element s,3anaaSir,عناصر,,media
gang,3iSaaba,عصابة,,media
gangs,3iSaabaat,عصابات,,media
activist,naašiT,ناشط,,media
activists,naašiTuun,ناشطون,,media
volunteer,mutaTawwi3,متطوع,,media
volunteers,mutaTawwi3a,متطوعة,,media
charity (as a concept,xayriyya,خيرية,,media
hiding place,maxba',مخبأ,,media
hiding places,maxaabi',مخابئ,,media
unknown,majhuul,مجهول,,media
alert,istinfaar,استنفار,,media
chain,silsila,سلسلة,,media
chains,salaasil,سلاسل,,media
source,maSdar,مصدر,,media
sources,maSaadir,مصادر,,media
personal,šaxSi,شخصي,,media
area,saaHa,ساحة,,media
areas,saaHaat,ساحات,,media
framework,iTaar,اطار,,media
frameworks,iTaaraat,اطارات,,media
patrol,dawra,دورة,,media
patrols,dawriyaat,دوريات,,media
extensive,muwassa3,موسع,,media
wide,waasi3,واسع,,media
level,mustawa,مستوى,,media
levels,mustawayaat,مستويات,,media
guaranteeing,kafiil bi,كفيل بـ,,media
character or stamp,Taabi3,طابع,,media
character or stamps,Tawaabi3,طوابع,,media
size,Hajm,حجم,,media
sizes,aHjaam,أحجام,,media
amount,HaSiila,حصيلة,,media
amounts,HaSaa'il,حصائل,,media
coming from,qaadiman min,قادما من,,media
going to,mutawajjihan ila,متوجها إلى,,media
extraordinary,istitnaa'i,استثنائي,,media
influence,ta'tiir 3ala,تأثير على,,media
checkpoint,nuqTat taftiiš,نقطة تفتيش,,media
settlement,mustawTina,مستوطنة,,media
settlements,mustawTinaat,مستوطنات,,media
refugee,laaji',لاجئ,,media
refugees,laaji'uun,لاجئون,,media
camp,muxayyam,مخيم,,media
camps,muxayyamaat,مخيمات,,media
total,ijmaali,اجمالي,,media
certainty,tiqqa,ثقة,,media
doubt,šakk,شك,,media
doubts,šukuuk,شكوك,,media
offer,3arD,عرض,,media
offers,3uruuD,عروض,,media
colonialism,isti3maar,استعمار,,media
entity,kiyaan,كيان,,media
renaissance,nahDa,نهضة,,media
trend,tayyaar,تيار,,media
trends,tayyaaraat,تيارات,,media
ideological,3aqaa'idi,عقائدي,,media
complementing,mukammil,مكمّل,,media
aiming at,raami ila,رامي إلى,,media
wealth,tarwa,ثروة,,media
wealth,tarawaat,ثروات,,media
effective,fa33aal,فعال,,media
useful,mufiid,مفيد,,media
flag,3alam,علم,,media
flags,a3laam,أعلام,,media
flag,raaya,راية,,media
flags,raayaat,رايات,,media
term ,fitra,فترة,,media
term s,fitaraat,فترات,,media
term  or state,wilaaya,ولاية,,media
term  or states,wilaayaat,ولايات,,media
oil,nafT,نفط,,media
crude ,xaam,خام,,media
blaze,Hariiq,حريق,,media
fire,naar,نار,,media
misunderstanding,suu' tafaahum,سوء تفاهم,,media
through,3abr,عبر,,media
by means of,min Tariiq,من طريق,,media
almost,naHw,نحو,,media
resulting from,jarraa',جراء,,media
in order to,min ajl,من أجل,,media
during,xilaal,خلال,,media
in the period of...,ibbaan,إبان,,media
while,fiima,فيما,,media
since,mundu,منذ,,media
at,lada,لدى,,media
within ,fi ġuDuun,في غضون,,media
until or in order to,Hatta,حتى,,media
immediately,fawran,فورا,,media
recently,mu'axxiran,مؤخرا,,media
previous,saabiq,سابق,,media
next,qaadim,قادم,,media
shortly before,qabiil,قبيل,,media
as a prelude to,tamhiidan li,تمهيدا لـ,,media
imminent,murtaqab,مرتقب,,media
after,fi a3qaab,في أعقاب,,media
immediately after,itra,إثر,,media
later on,laaHiqan,لاحقا,,media
accordingly,muqaabil daalik,مقابل ذلك,,media
aside from,faDlan 3an,فضلا عن,,media
either/whether __ or __,sawaa' __ am __,سواء __ أم __,,media
in view of; with respect to,min Haytu ,من حيث ,,media
where,Haytu,حيث,,media
 when,Hiin,حين,,media
considering,fi Doo',في ضوء,,media
considering ,3ala i3tibaar anna,على اعتبار أن,,media
especially,xaaSSatan,خاصة,,media
sooner or later,3aajilan am aajlan,عاجل أم آجلا,,media
on another hand,min jiha uxra,من جهة أخرى,,media
propaganda; advertising,di3aaya,دعاية,,media_2
brainwashing,ġasiil dimaaġ,غسيل دماغ,,media_2
blame,3itaab/loom,عتاب | لوم,,media_2
scapegoat,kabš fidaa',كبش فداء,,media_2
pretext,Hujja,حجّة,,media_2
pretexts,Hujaj,حجج,,media_2
excuse for,3udr,عذر,,media_2
excuse fors,a3daar li,أعذار لـ,,media_2
acceptable,maqbuul,مقبول,,media_2
